tagName,Count,Excerpt
"nginx-unit","5","Dynamic application server which runs code in a variety of languages"
"rex","5","an open-source orchestration software for configuring and managing computers adhoc or rulebased (https://www.rexify.org/)"
"secast","5","SecAst is an intrusion detection and prevention system designed specifically to protect Asterisk phone systems against attack / fraud."
"travis-ci","5","Travis CI is a SaaS tool that provides continuous integration testing"
"powerbroker","5","PowerBroker is solution for core Active Directory authentication for Linux, UNIX, and Mac systems by joining them to Active Directory domains."
"thick-provisioning","5",""
"cracklib","5","CrackLib is a Unix library which tests the strength of passwords."
"rhodecode","5",""
"pam-krb","5",""
"viewvc","5",""
"barnyard2","5",""
"vmbuilder","5",""
"oracle-application-server","5",""
"rackspace-cloud-sites","5",""
"powerpath","5",""
"cntlm","5",""
"omdistro","5",""
"macsec","5",""
"alcatel-lucent","5",""
"branchcache","5","BranchCache is a wide area network (WAN) bandwidth optimization technology that is included in some editions of the Windows Server 2012 and Windows 8 operating systems, as well as in some editions of Windows Server 2008 R2 and Windows 7."
"azure-backup","5",""
"pgbouncer","5","Lightweight connection pooler for the PostgreSQL database server."
"istio","5",""
"azure-mfa","5",""
"wadk","5","For questions about the Windows Assessment and Deployment Kit "
"astaro","5","Astaro UTM gateway router/firewall"
"systemd-timesyncd","5",""
"wiredtiger","5",""
"google-cloud-http-load-balancer","5",""
"libvirt-guests","5",""
"zip","5",""
"bcrypt","5","bcrypt is a key derivation function for passwords designed by Niels Provos and David Mazières, based on the Blowfish cipher, and presented at USENIX in 1999. Besides incorporating a salt to protect against rainbow table attacks, bcrypt is an adaptive function: over time, the iteration count can be increased to make it slower, so it remains resistant to brute-force search attacks even with increasing computation power."
"bluemix","5",""
"ibmhttpserver","5",""
"shinken","5","Shinken is an open source monitoring framework."
"salt-cloud","5",""
"rpcbind","5",""
"azure-powershell","5","Use when the issue is related to Powershell modules Az, AzureRM, or when using powershell against Azure API."
"workstation","5",""
"puttygen","5",""
"dynamics-ax-2012","5","Microsoft Dynamics AX is one of Microsoft’s Enterprise Resource Planning software products. It is part of the Microsoft Dynamics family. The early versions (from 1.0 to 3.0) were called Axapta, while the later versions (from 3.0 SP6 to AX 2012) are called Dynamics AX. "
"wyse","5",""
"landesk","5","LANDesk provides a suite of products for systems management, security management, service management, asset management, and process management."
"crashlytics","4",""
"jailkit","4",""
"wevtutil","4",""
"apache-flume","4","a distributed available service for efficiently collecting, aggregating, and moving large amounts of log data"
"pase","4","IBM® Portable Application Solutions Environment for i (PASE for i)"
"nodetool","4",""
"tnef","4","Transport Neutral Encapsulation Format or TNEF is a proprietary E-mail attachment format used by Microsoft Outlook and Microsoft Exchange Server."
"s3ql","4","S3QL is a file system that stores all its data online using storage services like Google Storage, Amazon S3 or OpenStack. S3QL effectively provides a hard disk of dynamic, infinite capacity that can be accessed from any computer with internet access running Linux, FreeBSD or OS-X. "
"imm2","4",""
"ldapmodule","4",""
"end-of-life","4","Use this tag for questions regarding support information for products or projects that have announced end-of-life dates. This applies to either official product customer support, or for projects that have announced they will no longer continue with regular releases."
"google-cloud-identity","4",""
"targetcli","4",""
"aptly","4",""
"pg-dump","4",""
"google-cloud-network-load-balancer","4",""
"amazon-emr","4",""
"aws-cost-explorer","4",""
"realm","4",""
"opendmarc","4",""
"devuan","4",""
"tripleo","4",""
"windows-admin-center","4",""
"sysinternals","4",""
"dns-record","4",""
"unattended-upgrades","4",""
"mailx","4",""
"azure-image","4",""
"github-actions","4",""
"jinja2","4",""
".net-4.5","4",""
"bbwc","4","A battery-backed write cache prevents pending writes to HDD-type devices being lost when power is lost."
"cmdb","4","A configuration management database (CMDB) is a repository of information related to all the components of an information system."
"heartbeat3","4",""
"debootstrap","4",""
"fcoe","4",""
"avg","4",""
"mogilefs","4",""
"tortoisehg","4",""
"compact-flash","4",""
"foundry","4",""
"epoch-time","4",""
"event-scheduler","4",""
"cscript","4",""
"fish","4","The fish shell (friendly interactive shell) is an alternate shell for Unix and Unix-like systems (including OS X). Its claims to fame include enhanced syntax highlighting, completion (with auto-suggestions) and high performance."
"dns-firewall","4","A DNS firewall protects a network against malicious DNS entities, but cannot be used to prevent a user from accessing a network resource."
"null-client","4",""
"windows-net-command","4","The complex and powerful ``net`` command on Windows"
"virtusertable","4","/etc/mail/virtusertable is a virtual user table configuration file used by Sendmail"
"ssdp","4",""
"minio","4","MinIO is a software defined object storage server compatible with Amazon S3, released under Apache License v2. "
"offsite-backup","4","Offsite backup is a strategy or technology to create backups which are separated from the core IT. Since  Offsite backups are both, separated by open ground and not connected to the production network, they stays available even when the productive IT suffers an extensive damage. "
"glance","4","OpenStack Glance image services include discovering, registering, and retrieving VM images. It has a REST API that allows querying of VM image metadata as well as retrieval of the actual image."
"nano","4","nano - open source text editor available on most Linux distributions"
"user-profile-disks","4","User profile disks are an alternative to roaming profiles. They are supported since server 2012."
"prosody","4","For questions about Prosody, a cross-platform XMPP server written in Lua. Its development goals include low resource usage, ease of use, and extensibility."
"nautilus","4",""
"adobe-air","4",""
"messenger","4",""
"via","4",""
"vmware-vdr","4",""
"nutch","4",""
"businessobjects","4",""
"screwturn","4",""
"kmemsize","4",""
"visitors","4",""
"synergy","4",""
"powerpivot","4",""
"yaws","4",""
"farmwardeployer","4",""
"unlink","4",""
"paster","4",""
"dekiwiki","4",""
"scribe","4",""
"seamless","4",""
"innodb-barracuda","4",""
"moinmoin","4",""
"msdcs","4",""
"proxied-authorization","4",""
"key-bindings","4",""
"atm","4","Asynchronous Transfer Mode is a layer 2 networking protocol which uses time division multiplexing with fixed size cells and runs on copper and optical mediums. It is commonly used in conjunction with SONET/SDH, and found in PSTN and Internet backbone networks."
"sneakernet","4",""
"dlt","4",""
"mod-cband","4",""
"doubletake","4",""
"snippet","4",""
"tsweb","4",""
"block-level","4",""
"eventcreate","4",""
"laconica","3",""
"echoserver","3",""
"varbinary","3",""
"wlbs","3",""
"zenworks","3",""
"valgrind","3",""
"maemo","3",""
"trueimage","3",""
"rxvt","3",""
"readyboost","3",""
"dock","3",""
"ati","3",""
"sonet","3","SONET, or ""Synchronous Optical Network"" is a standard for optical telecommunications
transport formulated by the Exchange Carriers Standards Association (ECSA) for the American National Standards Institute (ANSI) in the mid-eighties, originally for use in the American public telephone network, following the breakup of AT&T.   The international equivalent of SONET is called SDH, for ""Synchronous Digital Hierarchy."""
"gmond","3",""
"durability","3",""
"document-library","3",""
"pppoa","3",""
"single-system-image","3",""
"exfat","3","exFAT (Extended File Allocation Table) is a Microsoft file system optimized for flash drives. It is proprietary and Microsoft owns patents on several elements of its design.
"
"eicar-test-string","3",""
"filer","3",""
"advantage-database-server","3",""
"ghc","3",""
"openx","3",""
"noexec","3",""
"hs22","3",""
"dynamips","3",""
"opsware","3",""
"user-mode-linux","3","User-mode Linux (UML). Virtualization at the OS-Layer, basically ""Linux inside Linux"""
"mythtv","3",""
"oracle-asm","3",""
"devuan-linux","3","Devuan is a Linux distribution based on Debian, with the goal of removing dependencies on systemd and retaining a sysv-init core."
"nssm","3","NSSM - the Non-Sucking Service Manager for Windows."
"dogtags","3","The Dogtag Certificate System is an enterprise-class open source Certificate Authority (CA). It is a full-featured system, and has been hardened by real-world deployments. It supports all aspects of certificate lifecycle management, including key archival, OCSP and smartcard management, and much more. The Dogtag Certificate System can be downloaded for free and set up in less than an hour.
"
"buildroot","3","a set of Makefiles and patches that makes it easy to generate a complete embedded Linux system, from the cross-compilation toolchain to the complete image for flashing."
"nova","3","OpenStack Nova provides a cloud computing fabric controller, supporting a wide variety of compute technologies, including libvirt (KVM, Xen, LXC, etc.), Hyper-V, VMware, XenServer, OpenStack Ironic, PowerVM."
"amazon-kms","3","Key Management Service (KMS) is a service provided by Amazon as one of their AWS services. It is a managed service that makes it easy for you to create and manage encryption keys."
"stash","3","Stash was a git server by Atlassian. It is now called Bitbucket Server."
"ubuntu-17.10","3","Ubuntu 17.10, named ""Artful Aardvark"" is a non-LTS (Long Term Support) release of Ubuntu Linux. Officially released on October 19, 2017, it will be supported for 9 months. Only use this tag if your question is version-specific. Note, however, that http://askubuntu.com is specifically dedicated to Ubuntu questions."
